ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_MONOVALENT,E_DIVALENT,I_MONOVALENT,I_DIVALENT,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S10_008,119,84,119,18.87465753,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,41,8855.99,92.67,6.1,1.23,68.67,8.17,23.16,0.43,0.36,4.03,4.04,0.27,0.13,1.23,4.18,0.09,0.41,1.16,4.59,0.1,0.09,0.04,0.04,0.1,0.31,17,0,47,16,0,20,14,0,27,49,0,11,HV,KA
S12_003,132,71,132,15.29323627,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,157,7566.59,95.2,3.59,1.21,75.66,5.82,18.51,0.43,0.32,5.29,4.8,0.35,0.19,1.21,4.36,0.04,0.47,1.35,4.82,0.02,0.1,0,0.04,0.01,0.45,0,0,52,29,0,19,0,0,25,44,11,21,HV,KA
S12_010,81,122,81,8.107057575,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,48,11188.13,91.56,5.3,3.14,68.25,6.33,25.42,0.42,0.36,5.71,4.93,0.48,0.08,3.14,6.29,0.72,0.93,4.65,7.22,0.13,0.12,0.16,0.56,0.08,0.85,0,0,52,31,0,17,0,0,31,65,0,5,HV,KA
S23_007,53,150,53,4.282232032,one,ults,ud,Kandi,Arenic,Marine Deposits,WD,132,21095.59,81.22,13.23,5.56,61.95,14.25,23.79,0.41,0.38,5.37,4.87,0.48,0.13,5.56,5.91,0.9,0.52,4.69,6.43,0.16,0.09,0.07,0.83,0.05,0.46,19,0,40,31,0,10,8,0,33,56,0,4,HV,KA
S23_008,104,99,104,5.508665564,one,ults,ud,Pale,Aquic,Paludal Deposits,SPD,61,16603.04,84.7,10.7,4.59,67.43,7.26,25.31,0.39,0.36,5.97,5.14,0.29,0.07,4.59,6.44,0.95,0.53,3.1,7.03,0.31,0.08,0.08,0.87,0.08,0.45,0,0,49,40,0,11,6,0,39,54,0,3,MIXED,KA
S25_006,140,63,140,11.38130487,one,alfs,ud,Pale,Grossarenic,Marine Deposits,WD,178,17551.3,95.86,2.18,1.96,70.37,7.3,22.33,0.42,0.41,5.44,5.24,0.32,0.14,1.96,3.53,0.89,3.03,1.86,6.55,0.29,0.5,0.05,0.84,0.31,2.72,0,0,56,40,0,5,0,0,42,58,0,0,HV,KA
S25_007,152,51,152,8.705985503,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,74,18680.48,94.65,2.35,3,69.47,4.4,26.13,0.42,0.38,5.3,4.84,0.24,0.18,3,5.01,0.69,1.91,1.76,6.92,0.19,0.27,0.09,0.59,0.21,1.7,0,0,52,33,0,16,0,0,31,38,0,31,HV,MIXED
S27_010,84,132,84,11.11639018,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,94,115.03,93.11,3.62,3.26,61.93,1.81,36.26,0.39,0.4,5.91,4.65,0.28,0.24,3.26,12.55,1.03,2.25,2.93,14.81,0.34,0.15,0.1,0.93,0.14,2.12,0,0,46,26,0,28,17,0,22,43,0,18,HV,KA
S32_013,142,51,142,11.73884227,one,alfs,ud,Pale,Grossarenic,Solution Residuum,PD,23,35748.36,88.75,8.4,2.86,59.7,6.75,33.55,0.39,0.36,5.73,5.14,0.26,0.09,2.86,4.16,0.13,2.24,2.01,6.4,0.11,0.33,0,0.07,0.12,2.12,7,0,42,21,6,26,0,7,26,47,12,8,HV,KA
S32_015,135,50,135,10.21937417,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,48,35931.12,91.8,5.98,2.23,73.69,3.57,22.74,0.4,0.36,5.7,4.86,0.54,0.26,2.22,6.55,0.51,0.58,2.96,7.13,0.17,0.09,0.12,0.39,0.1,0.48,0,23,33,19,14,13,0,0,27,63,0,8,HV,KA
S32_017,56,132,56,3.549974165,one,ults,ud,Kandi,Plinthic,Solution Residuum,MWD,102,9447.46,79.01,12.72,8.27,63.18,7.45,29.37,0.42,0.36,4.9,4.82,0.75,0.05,8.27,5.8,0.52,0.44,5.53,6.24,0.09,0.07,0,0.52,0.02,0.42,0,0,48,30,0,22,0,3,24,66,0,8,HV,KA
S33_002,168,35,168,5.482056265,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,MWD,137,15753.52,93.64,3.9,2.45,83.36,3.19,13.46,0.45,0.36,5.34,5.04,0.24,0.06,2.45,5.73,0.4,0.84,1.9,6.57,0.22,0.13,0.05,0.35,0.09,0.75,23,0,38,22,0,19,5,0,37,49,0,11,HV,KA
S33_023,76,127,76,4.297813188,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,61,13478.48,91.29,4.27,4.44,68.08,12.83,19.09,0.42,0.37,5.14,5.14,0.61,0.18,4.44,7.11,0.24,0.27,4.76,7.38,0.04,0.04,0.04,0.2,0.06,0.21,0,0,51,33,0,16,9,0,24,61,0,7,HV,KA
S33_033,86,117,86,6.830595489,one,ults,aqu,Pale,Arenic,Alluvium,PD,20,14393.57,91.4,5.06,3.55,72.22,3.55,24.22,0.44,0.36,4.87,5.2,0.84,0.09,3.55,5.4,0.22,0.22,5.26,5.62,0.03,0.04,0.03,0.19,0.05,0.17,15,0,48,24,0,13,9,0,32,54,0,6,HV,KA
S33_034,155,48,155,5.548760356,one,ults,aqu,Pale,Grossarenic,Decomposition Residuum,PD,15,24178.81,90.43,7.3,2.28,80.38,6.96,12.66,0.41,0.34,4.91,5.44,0.53,0.05,2.28,5.32,0.09,0.2,3.7,5.52,0.06,0.04,0.03,0.06,0.04,0.16,0,0,48,42,0,10,11,0,36,45,0,9,MIXED,MIXED
S37_006,76,188,76,4.220827273,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,250,9984.42,89.19,5.09,5.72,73.42,2.44,24.14,0.4,0.38,5.66,5.13,0.27,0.07,5.72,7.22,0.71,0.78,3.73,8,0.17,0.1,0.03,0.67,0.05,0.72,0,0,54,30,0,17,0,0,25,66,0,9,HV,KA
S38_025,28,10,28,3.449275362,one,alfs,ud,Hapl,Typic,Decomposition Residuum,WD,250,7407.23,92.81,3.17,3.94,80.8,5.6,13.6,0.41,0.42,5.83,6,0.41,0.37,3.94,2.36,2.57,4.65,3.66,7.01,0.7,0.66,0.05,2.52,0.08,4.57,0,0,48,42,0,10,0,0,41,48,0,10,MIXED,MIXED
S38_026,145,58,145,25.98606646,one,alfs,ud,Pale,Grossarenic,Decomposition Residuum,SPD,107,6237.85,95.25,3.46,1.29,61.14,5.42,33.44,0.4,0.36,5.15,4.71,0.23,0.26,1.29,7.28,0.41,7.12,1.55,14.4,0.28,0.51,0.02,0.39,0.19,6.92,0,0,42,34,0,24,0,0,26,57,0,17,MIXED,KA
S40_009,112,91,112,2.979771573,one,ults,ud,Pale,Grossarenic,Solution Residuum,MWD,157,6917.49,89.86,6.14,3.99,82.91,5.19,11.9,0.4,0.36,4.78,4.43,0.26,0.03,3.99,5.76,0.92,1.16,4.7,6.92,0.17,0.16,0.12,0.79,0.13,1.03,0,0,42,33,0,25,24,0,26,41,0,10,MIXED,KA
S45_023,86,117,86,9.69228888,one,ults,ud,Pale,Aquic,Alluvium,SPD,51,12592.2,92.57,5.32,2.11,75.92,3.61,20.48,0.43,0.37,5,4.67,0.29,0.11,2.11,8.21,0.17,0.62,2.6,8.82,0.06,0.07,0.04,0.13,0.09,0.53,13,0,40,31,0,16,0,0,15,72,0,14,MIXED,KA
S46_015,33,170,33,3.693838156,one,ults,ud,Pale,Aquic,Decomposition Residuum,MWD,91,26169.72,50.67,42.51,6.82,44.59,30.2,25.21,0.48,0.38,4.76,4.94,1.28,0.17,6.82,7.66,0.43,0.83,8.47,8.5,0.05,0.1,0.09,0.33,0.13,0.7,8,0,43,30,0,19,7,0,25,52,0,16,HV,KA
S46_017,13,190,13,1.94732528,one,ults,ud,Pale,Plinthic,Decomposition Residuum,MWD,147,20997.59,57,30.8,12.2,49.29,26.95,23.76,0.51,0.39,4.3,4.83,2.63,0.14,12.2,5.12,0.73,0.3,16.03,5.42,0.05,0.06,0.11,0.62,0.05,0.25,8,0,48,27,9,8,3,0,31,49,10,7,HV,KA
S46_018,76,127,76,2.225105048,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,76,27625.15,80.28,10.92,8.78,72.95,7.51,19.54,0.44,0.41,4.23,4.31,0.85,0.06,8.78,7.06,0.09,0.98,7.32,8.05,0.01,0.11,0.04,0.05,0.12,0.87,0,0,54,32,0,14,0,0,25,55,0,21,HV,KA
S46_019,33,119,33,3.870052859,one,ults,ud,Pale,Plinthaquic,Decomposition Residuum,MWD,76,25187.32,87.89,7.6,4.51,76.17,6.38,17.45,0.46,0.39,3.96,4.47,1.43,0.08,4.51,5.9,0.09,0.29,8.14,6.19,0.01,0.04,0.04,0.04,0.07,0.22,0,0,52,32,0,16,0,0,31,55,0,14,HV,KA
S46_020,112,91,112,4.021360545,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,112,9225.45,85.79,9.28,4.93,73.87,6.32,19.81,0.37,0.32,5.14,5.14,0.18,0.1,4.93,3.28,0.64,0.7,2.74,3.98,0.22,0.18,0.05,0.59,0.06,0.64,0,0,45,33,6,16,0,0,28,56,9,8,HV,KA
S46_022,30,173,30,5.046440392,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,160,12218.15,80.76,14.56,4.68,63.74,12.64,23.62,0.37,0.36,5.23,5.33,0.48,0.4,4.68,4.14,0.29,0.37,3.76,4.51,0.08,0.08,0.03,0.26,0.04,0.33,0,0,43,25,5,27,0,0,25,51,8,16,HV,KA
S51_018,66,178,66,9.006855001,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,79,5306.02,89.83,6.12,4.05,56.49,7.01,36.51,0.43,0.4,6.05,5.5,0.03,0.02,4.05,10.2,1.26,4.7,4.21,14.9,0.29,0.3,0.18,1.09,0.22,4.48,0,0,38,30,0,32,9,0,13,63,0,15,MIXED,KA
S53_007,206,48,206,1.817917784,one,epts,ud,Dystr,Humic,Marine Deposits,WD,206,16895.17,89.81,5.83,4.35,88.5,3.6,7.9,0.45,0.38,4.79,4.9,0.57,0.06,4.35,1.84,0.46,0.84,8.22,2.68,0.05,0.31,0.1,0.35,0.12,0.72,0,0,46,26,0,28,0,0,18,82,0,0,HV,KA
S53_020,160,43,160,14.6726831,one,ults,ud,Pale,Aquic,Marine Deposits,MWD,96,3448.28,96.31,2.43,1.26,77.51,4.06,18.43,0.41,0.39,5.24,4.36,0.19,0.08,1.26,11.28,0.42,0.92,5.28,12.2,0.06,0.08,0.04,0.38,0.15,0.77,15,0,37,25,0,23,11,0,17,61,0,11,HV,KA
S55_021,173,30,173,14.01340325,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,51,6801.87,95.18,3.83,0.99,79.1,7,13.9,0.45,0.38,2.62,5.2,0.24,0.16,0.99,5.43,0.5,0.8,2.43,6.23,0.38,0.13,0.09,0.41,0.1,0.7,0,0,46,20,18,16,0,0,28,42,19,11,HV,KA
S57_028,10,193,10,2.439566651,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,43,30681.04,52.5,36.5,11,44.6,28.57,26.84,0.52,0.38,4.5,4.86,3.28,0.27,11,9.73,0.2,0.57,19.4,10.3,0.01,0.05,0,0.2,0.03,0.54,0,0,57,28,0,15,10,0,30,50,0,10,HV,KA
S57_042,69,68,79,2.278744226,one,ults,aqu,Endo,Arenic,Alluvium,MWD,10,12370.93,86.33,8.33,5.33,83.96,3.89,12.15,0.4,0.39,5.23,5.05,0.19,0.04,5.33,3.04,0.1,0.19,2.35,3.23,0.04,0.06,0.03,0.07,0.04,0.15,0,0,46,21,0,33,0,0,32,58,0,10,HV,KA
S63_003,107,96,107,10.64991194,one,ults,ud,Pale,Grossarenic,Alluvium,MWD,155,13226.49,91.96,5.51,2.52,68.85,4.3,26.84,0.4,0.38,5.14,4.38,0.38,0.08,2.52,6.18,0.75,1.47,3.93,7.64,0.14,0.19,0.08,0.67,0.1,1.37,0,0,45,36,0,19,0,0,10,85,0,5,MIXED,KA
S63_005,142,61,142,15.44175759,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,PD,23,15300.95,94.81,3.75,1.44,74.2,3.55,22.25,0.37,0.33,5.62,4.56,0.21,0.06,1.44,5.84,0.5,0.62,1.91,6.47,0.24,0.11,0.05,0.45,0.17,0.45,0,0,44,24,0,32,0,0,22,70,0,8,HV,KA
S66_010,23,180,23,2.743141554,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,145,12794.71,68.56,22.52,8.92,59.3,16.24,24.46,0.43,0.38,4.96,4.87,1.33,0.13,8.92,6.15,0.36,0.25,9.22,6.39,0.04,0.04,0.06,0.31,0.03,0.22,0,0,47,25,17,11,0,0,30,50,16,4,HV,KA
S66_020,145,58,145,1.695345244,one,ents,psamm,Quartzi,Aquic,Decomposition Residuum,SPD,71,15243.1,88.01,8.86,3.13,91.4,3.3,5.3,0.38,0.34,4.95,4.9,0.34,0.05,3.12,1.44,0.21,0.15,3.4,1.59,0.09,0.09,0.08,0.13,0.05,0.1,14,0,41,19,0,26,27,0,27,36,0,10,HV,MIXED
S66_030,152,51,152,3.862295083,one,ults,ud,Pale,Aquic,Decomposition Residuum,SPD,56,15237.34,90.17,6.62,3.21,84.4,3.2,12.4,0.41,0.35,4.26,3.8,0.33,0.21,3.21,5.09,0.16,0.27,3,5.36,0.05,0.05,0.05,0.1,0.04,0.23,0,0,53,13,10,24,0,6,30,58,0,6,HV,KA
S66_036,36,167,36,7.627495506,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,152,6125.84,89.53,7.64,2.83,71.04,7.39,21.57,0.44,0.44,4.23,4.17,0.48,0.09,2.83,9.94,0.2,1.48,3.22,11.42,0.06,0.13,0.04,0.16,0.2,1.28,0,0,45,34,0,21,0,25,14,37,0,24,HV,KA
S66_039,74,91,74,4.186772512,one,ults,ud,Hapl,Arenic,Alluvium,WD,165,10055.52,74.34,20.53,5.11,60.54,19.13,20.46,0.5,0.39,4.84,4.76,0.78,0.14,5.11,7.8,0.22,0.63,4.39,8.43,0.07,0.07,0.05,0.16,0.09,0.54,0,0,54,31,0,15,0,2,32,58,0,8,HV,KA
S07_010,86,117,86,5.023058923,one,ults,ud,Kandi,Arenic,Marine Deposits,WD,250,26124.11,86.42,8.8,4.8,68.32,7.55,24.13,0.46,0.38,5.63,5.27,0.41,0.11,4.8,3.25,1.79,1.09,4.11,4.22,0.31,0.27,0.07,1.72,0.05,1.05,0,0,34,27,33,7,0,21,34,41,4,0,MIXED,MIXED
S04_002,20,183,20,117.931694,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,64,14262.28,89.9,9.9,0.2,67.45,8.96,23.59,0.43,0.37,6,4.2,0.81,0.14,0.2,5.35,2.56,1.91,6.19,7.26,0.41,0.26,0.58,1.98,1.04,0.88,0,0,40,41,0,19,0,0,16,76,0,8,MIXED,KA
S07_001,25,178,25,4.550561797,one,ults,ud,Kandi,Plinthic,Paludal Deposits,WD,150,24521.55,84.5,10.9,4.6,68.88,10.19,20.93,0.44,0.35,6.1,4.8,0.73,0.09,4.6,3.58,3.77,1.97,7.27,5.55,0.52,0.35,0.18,3.59,0.14,1.83,0,0,42,43,0,15,0,0,20,75,0,6,MIXED,KA
S07_013,117,86,117,7.188765603,one,ults,ud,Kandi,Grossarenic,Marine Deposits,WD,250,10264.58,88.44,8.48,3.08,71,6.85,22.15,0.42,0.39,5.31,4.8,0.29,0.11,3.08,4.02,0.56,0.79,1.9,4.81,0.26,0.17,0.03,0.53,0.12,0.67,0,0,47,43,0,10,0,0,38,57,0,5,MIXED,KA
S07_016,74,129,74,3.087493192,one,ults,ud,Pale,Arenic,Decomposition Residuum,SPD,43,12241.71,82.58,12.32,5.1,73.72,10.53,15.75,0.39,0.34,4.72,5.3,0.44,0.06,5.11,3.17,0.13,0.14,4.16,3.31,0.05,0.04,0.05,0.08,0.03,0.1,0,0,45,41,2,13,0,0,32,59,2,7,MIXED,KA
S07_021,84,119,84,3.356843475,one,ults,aqu,Pale,Arenic,Marine Deposits,PD,28,11157.56,82.89,12.26,4.85,70.93,12.8,16.26,0.4,0.32,4.85,4.88,0.86,0.18,4.84,3.45,0.11,0.12,5.11,3.57,0.03,0.03,0.05,0.06,0.03,0.09,0,0,44,47,0,9,0,0,30,67,0,4,MIXED,KA
S23_002,25,178,25,3.539883302,one,ults,ud,Pale,Plinthaquic,Paludal Deposits,SPD,79,15423.24,80.32,12.42,7.26,62.36,11.95,25.69,0.45,0.39,5,5.11,1.22,0.13,7.26,4.48,0.45,0.29,8.58,4.77,0.06,0.06,0.04,0.41,0.02,0.27,17,0,38,39,0,6,9,0,30,58,0,3,MIXED,KA
S27_011,137,117,137,8.390974289,one,ults,ud,Pale,Grossarenic,Solution Residuum,WD,250,2259.21,95.19,2.2,2.61,77.55,0.54,21.91,0.42,0.38,5.97,5.28,0.36,0.07,2.61,5.32,0.96,0.75,2.75,6.06,0.35,0.16,0,0.96,0,0.75,0,0,39,39,0,23,11,0,22,57,0,10,MIXED,KA
S33_003,109,94,109,4.688538395,one,ults,ud,Kandi,Grossarenic,Decomposition Residuum,ED,250,15841.91,88.56,5.91,5.53,69.7,4.39,25.91,0.43,0.38,5.42,5.12,0.28,0.08,5.53,5.49,0.57,0.72,3.2,6.2,0.17,0.12,0.07,0.51,0.05,0.67,22,0,33,37,0,9,8,0,20,67,0,6,MIXED,KA
S33_030,25,178,25,4.232265137,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,132,35587.4,80.64,9.22,10.14,48.94,8.14,42.92,0.39,0.45,5.34,5.06,1.34,0.11,10.14,8.31,1.44,0.87,9.17,9.18,0.15,0.1,0.09,1.35,0.06,0.81,0,0,45,47,0,8,0,0,22,73,0,5,MIXED,KA
S37_004,20,209,20,4.772509792,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,173,10882.52,83.95,8.9,7.15,61.79,4.09,34.12,0.47,0.39,5.5,5.05,0.88,0.12,7.15,6.77,1.33,0.61,6.14,7.38,0.2,0.08,0.06,1.27,0.06,0.55,0,0,34,37,0,29,0,0,28,68,0,4,MIXED,KA
S37_025,94,109,94,5.514611086,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,162,16595.85,88.11,5.86,6.03,62.4,4.35,33.26,0.47,0.39,5.59,5.17,0.52,0.18,6.03,4.97,0.78,0.88,4.16,5.85,0.18,0.15,0.02,0.77,0.07,0.81,0,0,44,45,0,12,0,0,21,75,0,5,MIXED,KA
S40_002,38,165,38,2.755538337,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,6530.26,81.71,8.42,9.88,67.91,4.87,27.22,0.47,0.39,5.06,4.79,0.97,0.14,9.88,6.64,1.61,2.02,10.62,8.65,0.15,0.24,0.08,1.53,0.09,1.93,0,0,46,44,0,10,0,0,29,66,0,6,MIXED,KA
S40_018,132,71,132,6.505960098,one,ults,aqu,Pale,Grossarenic,Solution Residuum,PD,18,239.35,90.8,6.59,2.6,77.95,5.12,16.94,0.34,0.34,5.29,5.03,0.5,0.08,2.6,19.08,0.21,0.8,3.79,19.87,0.07,0.09,0.05,0.16,0.16,0.64,0,0,43,38,0,19,7,0,32,53,0,9,MIXED,KA
S40_019,61,142,61,5.78869554,one,ults,aqu,Pale,Arenic,Solution Residuum,PD,18,195.67,87.77,5.65,6.58,57.19,4.74,38.07,0.38,0.39,5,4.93,0.79,0.14,6.58,9.79,0.27,0.76,6.6,10.55,0.03,0.07,0.06,0.21,0.11,0.65,0,0,43,44,13,0,0,0,10,88,0,3,MIXED,KA
S45_007,127,76,127,10.23849094,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,43,2553.62,91.18,6.92,1.9,77.96,2.61,19.43,0.43,0.39,5.19,4.37,0.29,0.12,1.9,8.34,0.18,1.05,2.47,9.39,0.08,0.11,0.03,0.15,0.23,0.82,8,0,40,37,0,16,11,0,23,57,0,10,MIXED,KA
S66_018,38,165,38,3.266029755,one,ults,aqu,Pale,Arenic,Decomposition Residuum,SPD,66,18034.95,84.56,9.03,6.41,75.4,3.66,20.94,0.44,0.38,6.06,5.04,0.83,0.05,6.41,3.73,1.96,0.25,4.28,3.98,0.46,0.09,0.15,1.82,0.09,0.16,0,0,41,37,0,22,4,0,4,88,0,3,MIXED,KA
S66_019,28,175,28,3.850712533,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,81,18036.4,85.84,8.34,5.81,73.81,3.8,22.39,0.43,0.37,5.77,4.84,0.7,0.06,5.81,2.68,1.52,0.28,4.53,2.96,0.35,0.11,0.28,1.24,0.07,0.21,0,0,37,42,0,21,2,0,6,89,0,3,MIXED,KA
S66_043,15,188,15,1.936694321,one,ults,aqu,Endo,Aeric,Decomposition Residuum,SPD,41,4269.21,72.32,18.14,9.54,72.22,9.3,18.48,0.41,0.37,4.69,4.39,1.56,0.17,9.54,8.75,7.14,0.96,12.62,9.71,0.55,0.1,0.1,7.05,0.13,0.84,10,0,38,39,0,13,31,0,19,41,0,9,MIXED,KA
S07_006,64,139,64,2.392198242,one,ults,ud,Pale,Arenic,Decomposition Residuum,MWD,64,11498.01,80.59,10.98,8.44,71.87,7.94,20.18,0.39,0.34,5.1,4.71,0.29,0.04,8.45,3.49,1.3,0.71,4.65,4.2,0.26,0.17,0.09,1.2,0.06,0.65,0,0,31,30,29,10,0,0,18,64,13,6,MIXED,KA
S02_004,74,129,74,8.058022194,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,10,7269.83,88.66,8.53,2.81,70.03,7.31,22.66,0.39,0.35,4.63,4.84,0.65,0.22,2.81,2.34,0.25,2.81,3.63,5.15,0.07,0.51,0.06,0.19,0.2,2.6,0,0,28,46,0,24,0,0,12,80,0,8,KA,KA
S02_005,56,147,56,6.936686651,one,ults,ud,Pale,Arenic,Marine Deposits,SPD,71,7141.35,89.61,6.9,3.49,68.15,7.65,24.2,0.42,0.35,6.01,4.88,0.44,0.03,3.49,4.91,2.33,2.11,3.43,7.02,0.6,0.31,0.09,2.24,0.17,1.94,0,0,30,55,0,15,0,0,17,77,0,7,KA,KA
S02_006,56,147,56,7.103854875,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,56,7828.74,91.01,5.81,3.19,70.61,6.75,22.64,0.41,0.34,5.4,4.71,0.4,0.05,3.19,5.78,0.71,1.15,3.22,6.92,0.19,0.17,0.07,0.63,0.12,1.03,0,0,34,48,0,18,0,0,13,78,0,10,KA,KA
S02_008,124,79,124,9.92495966,one,ults,ud,Pale,Grossarenic,Marine Deposits,WD,250,4732.04,92.31,5.44,2.25,74.01,3.7,22.29,0.42,0.37,5.54,4.89,0.25,0.26,2.24,3.69,0.41,1.13,0.49,4.82,0.75,0.25,0.04,0.37,0.15,0.98,0,0,25,64,0,11,0,0,18,73,0,10,KA,KA
S02_009,185,18,185,5.594605646,one,alfs,ud,Pale,Grossarenic,Marine Deposits,SPD,102,4253.66,91.87,4.16,3.97,74.8,3,22.2,0.41,0.33,5.27,4.8,0.08,0.02,3.96,4.17,0.59,2.42,1.17,6.59,0.53,0.37,0.05,0.53,0.11,2.31,0,0,38,49,0,14,0,0,16,74,0,10,KA,KA
S02_010,86,117,86,5.812101839,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,46,4254.21,93.2,4.17,2.63,80.82,3.89,15.29,0.41,0.4,5.51,4.9,0.23,0.07,2.63,1.79,0.74,0.92,1.03,2.71,0.57,0.34,0.05,0.69,0.09,0.83,0,0,30,55,0,15,0,0,17,76,0,8,KA,KA
S02_011,109,94,109,7.553005754,one,ults,ud,Pale,Grossarenic,Marine Deposits,MWD,140,4138.55,93.05,4.69,2.26,79.83,3.07,17.07,0.42,0.38,5.52,5.35,0.17,0.09,2.26,2.2,0.29,1.22,0.5,3.42,0.19,0.47,0.02,0.27,0.04,1.19,0,0,33,55,0,12,0,0,19,77,0,4,KA,KA
S07_002,23,180,23,4.536068376,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,9403.34,83.7,9.8,6.5,61.39,9.12,29.48,0.41,0.37,5.8,5.32,0.36,0.07,6.5,4.71,3.11,1.86,4.96,6.57,0.63,0.28,0.07,3.04,0.12,1.75,0,0,34,47,10,9,0,0,20,53,20,7,KA,KA
S07_004,20,183,20,3.457159527,one,ults,aqu,Pale,Plinthic,Decomposition Residuum,PD,0,11341.58,77.8,11.9,10.3,50.8,13.59,35.61,0.47,0.4,4.5,4.77,2.08,0.16,10.3,10.95,0.24,0.37,14.34,11.31,0.02,0.03,0.09,0.15,0.05,0.32,0,0,37,57,0,5,0,0,27,68,0,5,KA,KA
S07_019,36,167,36,2.1442891,two,ults,aqu,Alb,Typic,Marine Deposits,PD,0,8645.22,36.3,40.85,22.85,23.31,27.69,49,0.5,0.42,4.25,4.66,2.4,0.38,22.85,15.89,0.3,1.77,17.7,17.66,0.02,0.1,0.13,0.17,0.13,1.65,0,0,29,63,0,8,6,0,23,65,0,7,KA,KA
S07_026,15,188,15,4.009812913,one,ults,ud,Pale,Aquic,Marine Deposits,MWD,74,7467.68,60.5,27.7,11.6,25.76,27.73,46.51,0.51,0.47,5.3,5.3,2.13,0.25,11.6,13.86,0.66,0.53,16.47,14.39,0.04,0.04,0.1,0.56,0.09,0.44,0,0,20,73,0,7,0,0,14,79,0,8,KA,KA
S07_027,18,185,18,2.44224613,one,ults,ud,Pale,Plinthic,Marine Deposits,WD,122,11220.16,74.2,15.5,10.3,59.85,15,25.16,0.42,0.39,5.3,5.38,1.26,0.15,10.3,4.23,1.45,0.61,8.26,4.83,0.18,0.13,0.07,1.38,0.02,0.59,0,0,40,49,0,11,0,0,28,68,0,5,KA,KA
S07_028,32,171,32,2.088813487,two,ults,ud,Pale,Plinthaquic,Marine Deposits,SPD,32,10290.48,56.53,26.6,16.87,41.26,23.5,35.24,0.49,0.4,5.04,5.34,2.1,0.21,16.89,7,0.14,0.44,15.48,7.12,0.01,0.06,0.04,0.1,0.03,0.41,0,0,41,49,0,10,0,0,25,71,0,5,MIXED,KA
S09_004,99,104,99,2.886970411,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,WD,250,1310.63,91.78,3.2,5.02,82.05,3.44,14.5,0.43,0.41,5.07,5.05,0.36,0.14,5.02,5.53,0.61,0.83,5.79,6.36,0.1,0.13,0.04,0.57,0.05,0.78,0,0,39,51,0,10,0,0,30,66,0,4,KA,KA
S09_023,53,150,53,4.089921962,one,ults,ud,Pale,Arenic,Solution Residuum,WD,250,2140.7,87.22,4.88,7.9,62.6,5.1,32.3,0.43,0.41,5.1,5.13,0.6,0.14,7.9,7.31,1.41,2.3,6.99,9.6,0.21,0.24,0.06,1.35,0.04,2.25,10,0,28,51,0,9,7,0,22,67,0,4,KA,KA
S12_007,94,109,94,7.544911941,one,ults,aqu,Pale,Umbric,Marine Deposits,VPD,0,5032.59,88.68,8.45,2.87,71.92,6.44,21.64,0.45,0.32,4.67,4.95,2.08,0.14,2.87,7.67,0.09,0.26,16.74,7.93,0.03,0.03,0.03,0.06,0.08,0.18,0,0,43,57,0,0,0,0,32,58,0,11,KA,KA
