ID,Zloss,Zgain,Zlessivage,I/E Ratio,Criteria,Soil Order,Suborder,Great Group,Subgroup,Deposit Material ,Drainage Class,Depth to Gleying ,Distance to RSF,E_Sand,E_Silt,E_Clay,I_Sand,I_Silt,I_Clay,E_Porosity,I_Porosity,E_pHw,I_pHw,E_pHKCL,I_pHKCL,E_OC,I_OC,E_EA,I_EA,E_TEB,I_TEB,E_CEC,I_CEC,E_BS,I_BS,E_SM,E_MI,E_HV,E_KA,E_GI,E_QZ,I_SM,I_MI,I_HV,I_KA,I_GI,I_QZ,E_DOMMIN,I_DOMMIN
S23_015,30,8,30,5.619047619,one,ods,aqu,Al,Ultic,Marine Deposits,PD,23,16122.79334,90.75,8.2,1.05,81.25543487,6.856521746,11.88804349,0.425,0.45,4.95,5,3.5,4,0.695,1.69,1.05,12.24,0.37,0.17,5.49,12.41,0.0645,0.014,12,0,6,16,0,66,21,0,23,14,0,42,QZ,QZ
S24_009,23,180,23,2.267424245,one,alfs,aqu,Umbr,Typic,Solution Residuum,PD,23,13372.66025,76.5,12.5,11,69.47944451,5.578888894,24.94166669,0.47,0.38077,4.7,4.9366,4,3.3945,1.82,1.05691,11,11.84958,1.65,10.28035,11.64,22.13527,0.142,0.45775,62,0,17,8,0,13,81,0,10,5,0,5,SM,SM
S25_006,140,63,140,11.38130487,one,alfs,ud,Pale,Grossarenic,Marine Deposits,WD,178,17551.29636,95.85857133,2.179285712,1.962142855,70.37142857,7.296825398,22.33174603,0.41829,0.41,5.4428,5.2412,4.7229,4.6809,0.32264,0.14206,1.9604,3.52967,0.88779,3.02502,1.85513,6.55469,0.292799,0.501621,0,0,56,40,0,5,0,0,42,58,0,0,HV,KA
S25_007,152,51,152,8.705985503,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,74,18680.47606,94.6493422,2.349342107,3.001315792,69.47058823,4.400000002,26.12941177,0.41816,0.38294,5.296,4.8353,4.5876,3.8706,0.23806,0.18294,3.0012,5.00748,0.68694,1.90992,1.75571,6.9174,0.188696,0.27088,0,0,52,33,0,16,0,0,31,38,0,31,HV,MIXED
S25_010,56,18,56,12.16161616,one,ods,aqu,Al,Ultic,Alluvium,PD,26,19930.70591,96.39285714,3.253571429,0.353571429,81.7576,5.2904,12.952,0.4468,0.42,4.9981,4.7,4.3588,3.7,0.77767,1.56,0.3537,10.23,0.80341,0.71,2.88824,10.94,0.230131,0.065,0,0,0,0,0,100,20,0,0,0,0,80,QZ,QZ
S25_014,53,23,53,7.375357777,one,ods,aqu,Al,Aeric,Marine Deposits,PD,25,23229.64734,97.96415094,1.433962264,0.601886792,89.78372084,5.795348832,4.420930228,0.4883,0.47956,4.9019,4.6522,3.4585,3.7566,1.65106,2.10712,0.6019,15.48346,0.53677,0.32906,4.11944,15.81252,0.139623,0.022472,0,0,0,0,0,100,0,0,9,6,0,85,QZ,QZ
S25_015,117,30,117,16.49339207,one,ods,orth,Al,Aquic,Marine Deposits,MWD,78,14572.26853,97.68888889,1.923076923,0.388034188,91.58461538,3.307692308,5.107692309,0.44411,0.4,5.6042,4.5,4.2828,3.5,0.4346,3.05,0.388,23.05,0.2498,0.51,0.72715,23.56,0.526449,0.022,0,0,0,14,0,86,7,0,0,0,0,93,QZ,QZ
S25_016,33,170,33,4.212022751,one,alfs,aqu,Endo,Typic,Marine Deposits,PD,0,5191.141446,92.72121212,4.051515151,3.384848485,80.81470588,4.928235294,14.25705883,0.48454,0.37959,5.6606,8.0396,4.5909,7.0725,1.40203,0.26581,3.3846,4.11491,2.9237,18.04825,6.28615,22.16316,0.443306,0.81086,95,0,0,3,0,2,95,0,0,2,0,3,SM,SM
S26_007,38,66,38,11.25344352,one,alfs,aqu,Endo,Arenic,Alluvium,PD,8,30771.63164,97.31578947,1.989473684,0.694736842,88.62857143,2.764285715,8.607142855,0.47055,0.42394,6.5523,6.6394,5.6211,5.703,0.34265,0.15788,0.6954,3.05784,2.02315,8.11444,2.63213,11.17228,0.673512,0.726606,79,0,12,4,0,5,93,0,0,2,0,5,SM,SM
S26_012,33,140,33,1.358007456,two,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,58576.84447,72.81515152,10.74242424,16.37272727,68.77428572,8.99142857,22.23428571,0.51061,0.40413,7.7606,8.2729,6.7091,7.4258,1.90916,0.08394,16.3727,6.39483,25.68985,34.213516,33.40988,40.608346,0.768061,0.841846,97,0,0,1,0,2,97,0,0,1,0,2,SM,SM
S26_013,66,18,66,11.90035587,one,ods,aqu,Al,Alfic,Alluvium,PD,28,33552.69611,97.81818182,0.904545455,1.277272727,82.2,2.6,15.2,0.45677,0.39,6.8817,6.6,6.321,5.8,0.65398,0.51,1.2773,3.32,3.28213,10.37,4.36503,13.69,0.613376,0.757,47,0,21,11,0,22,65,0,18,14,0,3,SM,SM
S26_017,160,25,160,26.06622517,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,21,46546.01595,97.411875,1.644375,0.94375,74.6,0.8,24.6,0.41471,0.36,4.7883,5.3,4.0144,4.7,0.80038,0.78,0.9437,6.17,1.6768,10.91,6.19612,17.08,0.217232,0.639,21,0,14,14,0,52,18,0,19,54,0,9,QZ,KA
S26_018,76,8,76,5.959183676,one,alfs,aqu,Endo,Arenic,Paludal Deposits,PD,18,57324.8257,97.50526316,0.044736842,2.449999999,84.3,1.1,14.6,0.44978,0.38,5.6708,7.1,5.2786,6.7,1.9441,0.37,2.4502,6.21,4.17752,13.88,14.59176,20.09,0.201147,0.691,24,0,27,17,0,32,25,0,30,35,0,10,MIXED,MIXED
S27_010,84,132,84,11.11639018,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,94,115.0283148,93.11428562,3.62380952,3.261904759,61.92803024,1.811363635,36.26060602,0.38794,0.39674,5.9084,4.6548,4.7072,3.3444,0.28136,0.23582,3.2587,12.5527,1.0251,2.2535,2.928,14.8062,0.341807,0.150181,0,0,46,26,0,28,17,0,22,43,0,18,HV,KA
S27_011,137,117,137,8.390974289,one,ults,ud,Pale,Grossarenic,Solution Residuum,WD,250,2259.213764,95.19270064,2.195620435,2.611678829,77.54529915,0.54017094,21.91452991,0.42175,0.37691,5.9744,5.2771,5.2022,4.0549,0.36185,0.07117,2.6118,5.3153,0.9645,0.7468,2.7465,6.0621,0.34584,0.155262,0,0,39,39,0,23,11,0,22,57,0,10,MIXED,KA
S27_013,71,132,71,5.833866244,one,ults,ud,Pale,Arenic,Decomposition Residuum,WD,160,1647.50595,90.89577465,3.257746478,5.846478874,64.20303031,1.68939394,34.10757575,0.47217,0.37956,5.3082,4.7902,4.2225,3.925,0.42857,0.12,5.8518,5.3428,0.5823,0.6804,4.0497,6.0232,0.14641,0.10494,0,0,29,45,0,26,0,0,11,87,0,3,KA,KA
S27_015,140,25,140,3.842927951,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,25,821.8061179,96.73428562,1.392142853,1.873571426,92.1,0.7,7.2,0.44457,0.39,6.4015,7.2,5.8694,6.7,0.62055,0.4,1.8709,1.2,2.2842,12.5,3.9932,13.7,0.595621,0.912,0,0,27,13,0,11,33,0,48,15,0,4,HV,HV
S27_016,30,120,30,2.972983872,one,ods,aqu,Al,Aeric,Paludal Deposits,PD,30,778.3315482,96.36666667,1.566666666,2.066666666,92.57745089,0.88235294,6.540196072,0.49663,0.43522,4.4668,5.6592,2.9334,4.5318,0.75292,0.50232,2.0658,3.9152,0.966,1.9876,5.03,5.9028,0.182993,0.319312,0,0,72,0,0,28,31,0,32,12,0,26,HV,MIXED
S27_018,61,142,61,15.14408787,one,ods,aqu,Al,Ultic,Decomposition Residuum,PD,20,540.3475369,96.06229508,2.631147541,1.306557377,77.98888881,1.411111109,20.59999999,0.43655,0.38176,5.0261,4.8912,3.4639,3.3816,0.30518,0.23862,1.3064,10.0184,0.2967,1.94613,1.2969,11.7777,0.29041,0.158619,0,0,0,4,0,96,33,0,24,28,0,15,QZ,MIXED
S27_029,155,48,155,12.8424723,one,ults,ud,Pale,Aquic,Marine Deposits,SPD,76,7049.628584,95.43612913,2.73870968,1.825161293,74.07291666,2.4875,23.43958334,0.44945,0.35146,5.8871,5.2438,4.628,3.9292,0.30734,0.08292,1.8262,7.2204,0.31878,0.97016,2.51398,8.19056,0.098195,0.122236,0,0,54,17,7,22,0,0,50,30,0,20,HV,HV
S28_010,53,150,53,9.659773995,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,18,12442.59594,97.70566048,1.626415096,0.667924529,87.12340426,4.427659575,8.448936168,0.4446,0.38216,4.4931,7.1545,4.3835,7.2344,0.50867,0.06884,0.6686,0.99083,0.52943,12.89611,3.2424,13.88694,0.263023,0.915928,40,0,0,0,0,60,84,0,0,7,0,8,QZ,SM
S28_012,36,167,36,11.71387794,one,alfs,aqu,Endo,Typic,Marine Deposits,PD,10,9690.915556,97.08333333,1.844444445,1.072222223,80.2742515,7.165868265,12.55988024,0.49668,0.39865,5.2,7.9938,5.4888,7.8952,0.69766,0.11345,1.0726,3.36352,2.03718,31.59733,3.8164,34.96085,0.519618,0.901505,88,0,0,2,0,10,94,0,0,3,0,4,SM,SM
S28_016,43,150,53,6.41402159,one,alfs,aqu,Endo,Arenic,Marine Deposits,VPD,0,9333.687235,93.77209302,3.93023256,2.297674419,81.48133333,3.781333333,14.73733333,0.51671,0.34527,3.7094,3.6975,3.7792,3.6307,1.89213,0.2127,2.2973,4.81492,1.48435,10.21759,10.36158,15.03251,0.202216,0.676846,78,0,0,7,0,15,94,0,0,3,0,3,SM,SM
S28_017,157,46,157,6.080985914,one,ents,aqu,Psamm,Spodic,Marine Deposits,PD,15,8887.172043,95.12866242,2.700636943,2.170700638,84.1,2.7,13.2,0.37787,0.33,5.7002,4.4,4.4914,3.2,0.19065,0.02,2.1699,3.38,0.43509,2.16,2.46475,5.54,0.19947,0.39,22,0,8,12,0,59,13,0,0,75,0,12,QZ,KA
S28_018,89,114,89,45.15900407,one,ods,aqu,Al,Arenic,Marine Deposits,PD,23,9256.639127,98.25617978,1.361797752,0.382022472,79.40964904,3.338596486,17.25175437,0.40485,0.34046,4.9168,4.7336,3.5295,3.43,0.25483,0.62788,0.3816,9.30396,0.11368,0.62558,1.97442,9.92954,0.044174,0.08099,0,0,0,18,0,82,19,0,8,42,0,33,QZ,KA
S28_019,66,137,66,34.73367262,one,ods,aqu,Al,Alfic,Paludal Deposits,PD,25,8138.581634,98.0060607,1.533333335,0.460606061,80.14598532,3.855474447,15.99854014,0.40344,0.34455,4.9122,4.6698,3.4168,3.2499,0.19749,0.4747,0.4612,6.97246,0.1264,2.41486,1.16254,9.38732,0.131503,0.313782,0,0,0,13,0,87,16,0,0,64,0,20,QZ,KA
S28_020,46,45,46,1.173190985,two,olls,aqu,Argi,Typic,Paludal Deposits,VPD,0,8078.55225,72.90869566,8.765217388,18.32608695,72.7,5.8,21.5,0.50002,0.49,5.1956,6.5,4.3782,4.9,2.36752,0.07,18.3268,7.09,15.23294,20.74,27.24844,27.83,0.585366,0.745,98,0,0,0,0,2,97,0,0,1,0,2,SM,SM
S28_022,142,15,142,6.826923083,one,ods,orth,Al,Aquic,Marine Deposits,SPD,76,277.2334405,98.68591539,0.728169013,0.585915492,92.2,3.8,4,0.3914,0.39,5.407,4.9,4.616,3.8,0.04825,0.93,0.586,7.92,0.06705,0.08,0.4809,8,0.12741,0.01,33,0,10,16,0,41,12,0,7,4,0,77,QZ,QZ
S28_023,88,107,96,7.156067742,one,epts,aqu,Hum,Typic,Marine Deposits,VPD,0,1563.39136,98.12727273,1.268181818,0.604545454,93.5364486,2.137383178,4.326168224,0.37908,0.35084,5.8503,5.8064,3.9319,4.228,0.33209,0.30776,0.6043,1.95688,0.07589,0.58812,1.63351,2.545,0.049276,0.237504,21,0,33,19,0,27,11,0,28,26,17,20,MIXED,MIXED
S31_002,51,10,51,4.889961394,one,alfs,aqu,Endo,Arenic,Marine Deposits,PD,27,972.3092572,93.82941167,2.947058821,3.047058821,82,3.1,14.9,0.49471,0.44,7.8706,8,8.2,7.9,1.21303,0.68,3.0469,2.73,5.96086,13.76,7.93089,16.49,0.735181,0.834,38,0,25,11,0,27,50,0,25,14,0,11,SM,SM
S31_003,84,35,84,4.358803987,one,ods,aqu,Al,Arenic,Marine Deposits,PD,33,1886.506647,97.68928571,1.220238095,1.075,90.95090909,4.067272725,4.981818182,0.46812,0.48655,5.8476,4.2258,5.0856,3.4429,0.53339,2.73172,1.0749,21.59843,0.525188,0.50168,3.065758,22.10011,0.162322,0.022513,14,0,17,9,0,60,36,0,0,11,0,53,QZ,QZ
S31_004,30,16,30,3.305555556,one,alfs,aqu,Endo,Lithic,Marine Deposits,PD,25,534.6985538,93.73333333,2.666666667,3.6,82.4,5.7,11.9,0.43331,0.45,4.8333,6.7,4.4665,6.3,0.7729,0.71,3.6,2.08,2.59899,25.67,6.73441,27.75,0.373648,0.925,34,0,29,16,0,21,49,0,28,11,0,12,MIXED,SM
S31_005,41,96,41,1.398697917,one,olls,aqu,Argi,Typic,Marine Deposits,VPD,0,4859.466826,83.23170732,7.30487805,9.463414634,79.83333333,6.930208331,13.23645833,0.47048,0.39988,5.7024,6.1385,5.1195,5.7371,1.91748,0.56325,9.4626,4.69396,11.12071,15.93608,19.81845,20.63004,0.559332,0.762476,89,0,0,6,0,6,86,0,0,6,0,8,SM,SM
S31_007,76,107,76,16.89159553,one,ods,orth,Al,Aquic,Marine Deposits,SPD,60,4913.982036,97.83947368,1.431578947,0.728947369,81.29367089,3.34050633,15.36582278,0.41947,0.40897,4.6434,4.6871,4.071,4.0328,0.14682,0.48904,0.7289,10.27102,0.1238,1.11927,1.36606,11.39029,0.080643,0.100406,35,0,0,12,0,53,35,0,12,25,0,29,QZ,MIXED
S32_012,89,101,89,1.855336138,one,ults,ud,Kanhapl,Arenic,Solution Residuum,WD,250,22546.19569,86.38426958,6.437078645,7.178651678,82.32772277,4.353465347,13.31881188,0.38482,0.37495,5.4371,5.0495,4.1629,3.7495,0.21857,0.09525,7.1786,3.407,0.4281,0.4,2.9046,3.807,0.160509,0.1088,0,0,49,28,12,13,0,0,44,38,14,4,HV,MIXED
S32_013,142,51,142,11.73884227,one,alfs,ud,Pale,Grossarenic,Solution Residuum,PD,23,35748.35965,88.74577465,8.395774648,2.858450704,59.70000001,6.74509804,33.55490196,0.38939,0.35864,5.7316,5.1392,4.4224,3.7392,0.25963,0.09432,2.8589,4.1592,0.126925,2.2376,2.0106,6.3968,0.111397,0.327824,7,0,42,21,6,26,0,7,26,47,12,8,HV,KA
S32_015,135,50,135,10.21937417,one,ults,ud,Pale,Aquic,Solution Residuum,SPD,48,35931.11908,91.79777778,5.977037037,2.225185185,73.688,3.572,22.74,0.40087,0.3554,5.6977,4.856,4.7787,3.622,0.53828,0.2602,2.2248,6.554,0.513,0.578,2.955,7.132,0.169915,0.0874,0,23,33,19,14,13,0,0,27,63,0,8,HV,KA
S32_017,56,132,56,3.549974165,one,ults,ud,Kandi,Plinthic,Solution Residuum,MWD,102,9447.455786,79.00535714,12.72142857,8.273214286,63.17727272,7.453030302,29.36969698,0.41821,0.35977,4.9036,4.8152,3.8018,3.7022,0.74983,0.05476,8.2734,5.7988,0.516,0.4395,5.5297,6.2383,0.091605,0.066595,0,0,48,30,0,22,0,3,24,66,0,8,HV,KA
S32_018,99,91,99,5.704063837,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,ED,99,4321.873112,90.28585858,4.678787879,5.035353537,65.5912088,5.686813187,28.72197802,0.38634,0.34802,5.3753,4.9857,4.2673,4.5405,0.11717,0.1323,5.0372,5.8014,0.4891,0.2,2.4335,6.0014,0.141059,0.036854,0,0,43,14,33,11,0,0,39,16,39,7,HV,MIXED
S32_022,30,173,30,3.824563496,one,ults,ud,Kandi,Arenic,Solution Residuum,WD,140,1773.432065,87.55,7.6,4.85,74.59240506,5.837974683,19.56962025,0.41,0.37731,5.6,5.2867,4.15,3.8916,0.42,0.07496,4.85,2.8671,0.6,0.7215,3.05,3.5886,0.196,0.202952,0,0,27,20,16,37,0,0,25,42,24,8,QZ,KA
S32_026,23,160,23,2.404981884,one,ults,ud,Kandi,Rhodic,Solution Residuum,WD,250,23511.19671,76.3,9.9,13.8,60.153125,6.658125,33.18875,0.38,0.36306,5.5,5.5737,4.1,4.2761,0.51,0.07838,13.8,5.0433,0.8,1.2532,6.1,6.2965,0.131,0.186583,0,0,32,60,0,8,7,0,25,61,0,8,KA,KA
S32_029,13,165,13,6.681047763,one,ults,ud,Kandi,Typic,Alluvium,WD,250,13212.20815,85.8,8.3,5.9,54.16363638,6.210909091,39.4181818,0.37,0.4126,5.5,5.0462,4.4,3.7692,0.72,0.1258,5.9,11.45008,1.22,1.06756,5.64,12.51764,0.216,0.102812,0,0,18,73,0,9,0,1,8,83,0,9,KA,KA
S32_031,23,139,23,3.891366907,one,ults,ud,Pale,Aquic,Solution Residuum,MWD,58,29494.77694,70.2,17.8,12,44.57338129,8.730215826,46.69640288,0.36,0.42576,5.8,5.1664,4.6,4.17,1.34,0.112,12,6.90684,3.13,1.6376,10.41,8.54444,0.301,0.20054,0,4,28,56,0,12,4,0,15,75,0,7,KA,KA
S32_033,38,135,38,6.908534622,one,ults,ud,Pale,Aquic,Solution Residuum,MWD,51,32708.34177,72.01052631,20.31052632,7.62631579,25.98888888,21.32444444,52.68666667,0.47786,0.3952,5.5948,5.1548,4.3948,3.6192,0.76196,0.08084,7.6266,13.32476,1.0819,1.3288,5.97302,14.65356,0.181844,0.096876,0,0,22,49,0,29,18,0,12,62,0,9,KA,KA
S32_034,15,168,15,2.397192718,two,ults,aqu,Pale,Typic,Solution Residuum,PD,0,33010.49012,25.46666667,52.56666667,21.96666667,19.5559524,27.63571432,52.65833338,0.43668,0.39254,4.4,4.7863,3.6,3.1216,2.054,0.09109,21.9655,15.47908,1.38705,4.92671,10.76106,20.40579,0.124026,0.222329,4,0,26,54,0,17,33,0,6,46,0,14,KA,KA
S32_036,20,193,20,2.012273971,two,alfs,aqu,Endo,Aeric,Alluvium,PD,28,18562.99664,62.85,19.8,17.35,50.87253891,14.21450778,34.9129534,0.455,0.40467,6.2,7.2678,4.9,6.2352,1.41,0.16739,17.35,5.98136,6.815,18.15412,16.575,24.13548,0.417,0.728476,19,0,23,47,0,11,41,0,12,37,0,11,KA,MIXED
S32_038,117,86,117,9.169487398,one,ults,ud,Pale,Aquic,Decomposition Residuum,MWD,66,5013.261575,90.84529915,6.998290598,1.958974359,76.25813954,5.779069768,17.9627907,0.44085,0.35848,5.7889,4.8232,4.6923,3.9616,0.25453,0.05,1.9589,5.38416,0.17691,0.66096,2.72032,6.04512,0.061192,0.120984,3,0,54,23,0,21,7,0,38,51,0,4,HV,MIXED
S32_039,33,155,48,1.724628775,one,ults,aqu,Pale,Plinthic,Solution Residuum,PD,15,27628.62828,74.72424242,13.84242424,11.45454545,69.95483864,10.29032257,19.75483869,0.41365,0.35244,4.7455,4.8207,4.1243,3.9,0.25253,0.05044,11.4539,5.04378,0.10667,0.37083,5.57432,5.41461,0.019392,0.070677,0,0,30,58,0,12,11,0,11,69,0,9,KA,KA
S32_041,160,43,160,6.641372126,one,ults,ud,Pale,Grossarenic,Solution Residuum,WD,170,32797.94437,89.68125,7.8125,2.42875,75.88372094,8.009302326,16.13023255,0.44172,0.36932,5.6029,5.3233,4.4506,4.0466,0.0986,0.05767,2.4316,3.10129,0.13625,0.39903,1.18688,3.50032,0.13256,0.139144,0,0,48,21,0,32,0,0,47,40,0,13,HV,MIXED
S33_001,68,135,68,3.470630247,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,250,16609.21702,86.79264714,6.710294125,6.49705883,72.36222222,5.088888888,22.54888889,0.41751,0.38,5.6352,5.2089,4.4678,4.36,0.50377,0.08002,6.4968,3.68797,0.90608,1.73262,4.20002,5.42059,0.238056,0.327611,15,0,32,45,0,10,17,0,18,62,0,4,KA,KA
S33_002,168,35,168,5.482056265,one,ults,ud,Pale,Grossarenic,Decomposition Residuum,MWD,137,15753.52411,93.64166658,3.903571423,2.454761901,83.35714286,3.185714286,13.45714286,0.44672,0.35858,5.3416,5.0429,4.4682,4.1571,0.23684,0.06,2.4513,5.72752,0.39797,0.84003,1.89845,6.56755,0.224923,0.127997,23,0,38,22,0,19,5,0,37,49,0,11,HV,KA
S33_003,109,94,109,4.688538395,one,ults,ud,Kandi,Grossarenic,Decomposition Residuum,ED,250,15841.91136,88.56055055,5.912844043,5.52660551,69.69787234,4.390425532,25.91170213,0.42887,0.3816,5.4155,5.116,4.5486,4.2511,0.27987,0.08382,5.5268,5.48566,0.57389,0.71598,3.20455,6.20164,0.167902,0.120949,22,0,33,37,0,9,8,0,20,67,0,6,MIXED,KA
S33_004,66,137,66,3.808967672,one,ults,ud,Kandi,Arenic,Decomposition Residuum,WD,130,8737.058676,84.78484848,7.048484849,8.166666667,62.89927,5.994160578,31.10656932,0.38909,0.41343,5.2515,4.7832,4.4909,4.1087,0.45362,0.15625,8.1667,6.26407,0.57663,0.39833,4.68687,6.6624,0.101238,0.058888,8,0,33,40,0,19,5,0,20,74,0,2,MIXED,KA
S33_005,30,173,30,3.676076099,one,ults,ud,Kandi,Typic,Decomposition Residuum,WD,250,30933.15764,78.9,10.8,10.3,54.3132948,7.823121387,37.86358381,0.39,0.37804,6.3,6.3749,5.3,5.2867,1.53,0.14878,10.3,4.71847,7.01,2.78966,12.68,7.50813,0.553,0.377224,10,0,22,63,0,5,3,0,14,81,0,2,KA,KA
S33_006,18,185,18,2.59265419,one,ults,ud,Kanhapl,Typic,Decomposition Residuum,WD,250,31846.86326,82.9,5.4,11.7,65.06108102,4.60486486,30.33405402,0.45,0.37884,5.8,5.13,4.5,4.2325,1.14,0.12033,11.7,4.46247,1.1,0.57248,8.32,5.03495,0.132,0.104386,0,0,17,80,0,3,0,0,11,88,0,1,KA,KA
S33_008,23,177,23,4.30858598,one,ults,ud,Kandi,Plinthic,Decomposition Residuum,WD,157,19176.8289,86.4,6.5,7.1,62.42033898,6.988700564,30.59096046,0.42,0.42698,5.4,5.4009,4.6,4.9043,0.92,0.16136,7.1,5.56772,1.32,1.87805,5.73,7.44577,0.23,0.257277,0,0,35,49,0,16,0,0,27,69,0,4,KA,KA
